time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738193.799222873,-0.3248,0.5766,-0.1953,1.0967
738193.799225469,-0.3196,0.5773,-0.1896,1.0865
738193.799228062,-0.3142,0.5779,-0.184,1.0761
738193.799230607,-0.3092,0.5782,-0.1785,1.0659
738193.799233194,-0.3034,0.5769,-0.1734,1.0537
738193.799235734,-0.2981,0.5772,-0.1684,1.0437
738193.799238324,-0.2921,0.5759,-0.1635,1.0315
738193.799240871,-0.2867,0.5762,-0.1589,1.0218
738193.799243456,-0.2805,0.5748,-0.1544,1.0097
738193.799246033,-0.2745,0.5755,-0.15,1
738193.799248617,-0.2686,0.5738,-0.146,0.9884
738193.799251179,-0.2622,0.5745,-0.142,0.9787
738193.799253737,-0.2562,0.5727,-0.1384,0.9673
738193.799256312,-0.2494,0.5734,-0.135,0.9578
738193.799258886,-0.2422,0.5721,-0.132,0.9463
738193.799261443,-0.2356,0.5724,-0.1293,0.9373
738193.799264013,-0.2282,0.5731,-0.127,0.9283
738193.799266577,-0.2211,0.5713,-0.1249,0.9173
738193.799269181,-0.2134,0.572,-0.1231,0.9085
738193.799271719,-0.2055,0.5707,-0.1216,0.8978
738193.79927433,-0.1977,0.5713,-0.1202,0.8892
738193.799276859,-0.1904,0.5716,-0.1188,0.8808
738193.799279438,-0.1825,0.5703,-0.1176,0.8704
738193.799282011,-0.1754,0.5706,-0.1163,0.8623
738193.799284595,-0.1677,0.5692,-0.115,0.8519
738193.799287144,-0.1603,0.5699,-0.1134,0.8436
738193.799289713,-0.1536,0.5702,-0.1117,0.8355
738193.799292312,-0.1466,0.5688,-0.1095,0.8249
738193.799294861,-0.1396,0.5675,-0.1071,0.8142
738193.79929745,-0.1335,0.5677,-0.1043,0.8055
738193.799300013,-0.1269,0.5664,-0.1011,0.7944
738193.799302572,-0.1206,0.565,-0.0976,0.7832
738193.799305152,-0.1152,0.5653,-0.0936,0.7741
738193.79930772,-0.1092,0.5639,-0.0892,0.7623
738193.799310283,-0.1041,0.5621,-0.0844,0.7506
738193.799312883,-0.0986,0.5608,-0.0792,0.7386
738193.799315424,-0.0932,0.5594,-0.0737,0.7263
738193.799317999,-0.088,0.558,-0.0679,0.7139
738193.799320564,-0.0836,0.5562,-0.0619,0.7017
738193.799323135,-0.0787,0.5548,-0.0556,0.6891
738193.799325715,-0.0737,0.5534,-0.0493,0.6764
738193.799328275,-0.0686,0.552,-0.0431,0.6637
738193.799330859,-0.064,0.5502,-0.0369,0.6511
738193.799333427,-0.0588,0.5488,-0.0309,0.6385
738193.799335992,-0.0534,0.5474,-0.0251,0.6259
738193.799338618,-0.0478,0.5459,-0.0195,0.6132
738193.799341145,-0.0427,0.5462,-0.0142,0.6031
738193.799343699,-0.037,0.5448,-0.0091,0.5909
738193.799346271,-0.0311,0.5434,-0.0043,0.5788
738193.799348843,-0.0254,0.5419,0.0006,0.5679
738193.799351416,-0.0194,0.5426,0.0052,0.5672
738193.799353989,-0.0135,0.5412,0.0097,0.5644
738193.799356555,-0.0081,0.5415,0.0142,0.5638
738193.799359156,-0.0021,0.54,0.0186,0.5607
738193.799361694,0.004,0.5407,0.0228,0.5675
738193.799364281,0.0103,0.5393,0.0269,0.5765
738193.799366845,0.0166,0.54,0.0309,0.5875
738193.799369412,0.0229,0.5406,0.0348,0.5983
738193.799371984,0.0293,0.5413,0.0386,0.6092
738193.799374543,0.0357,0.542,0.0422,0.6199
738193.799377135,0.0423,0.5427,0.0458,0.6308
738193.799379694,0.0489,0.5434,0.0492,0.6415
738193.799382263,0.0556,0.5441,0.0525,0.6522
738193.799384829,0.0623,0.5448,0.0558,0.6629
738193.799387402,0.0691,0.5455,0.0589,0.6735
738193.799390005,0.076,0.5462,0.062,0.6842
738193.799392562,0.083,0.549,0.0649,0.6969
738193.799395145,0.0901,0.5498,0.0677,0.7076
738193.799397695,0.0973,0.5505,0.0704,0.7182
738193.799400269,0.1045,0.5533,0.073,0.7308
738193.799402843,0.1119,0.554,0.0754,0.7413
738193.799405411,0.1193,0.5569,0.0778,0.754
738193.799407974,0.1269,0.5577,0.0801,0.7647
738193.799410536,0.135,0.561,0.0823,0.7783
738193.799413116,0.1425,0.5617,0.0844,0.7886
738193.799415695,0.1498,0.5646,0.0864,0.8008
738193.799418256,0.1572,0.5653,0.0885,0.811
738193.799420812,0.1643,0.5683,0.0906,0.8232
738193.799423391,0.1713,0.569,0.0927,0.833
738193.799425954,0.1781,0.5719,0.095,0.845
738193.799428532,0.1848,0.5727,0.0975,0.855
738193.799431105,0.1913,0.5734,0.1002,0.8649
738193.799433718,0.1977,0.5742,0.1032,0.8751
738193.799436253,0.2039,0.5728,0.1064,0.8831
738193.799438831,0.2106,0.5739,0.1099,0.8944
738193.799441386,0.2165,0.5725,0.1137,0.9027
738193.799443961,0.2222,0.571,0.1178,0.911
738193.799446553,0.2282,0.5718,0.122,0.922
738193.799449133,0.234,0.5703,0.1265,0.9308
738193.799451666,0.24,0.5667,0.1311,0.9378
738193.799454241,0.2461,0.5652,0.1358,0.9471
738193.799456812,0.2522,0.5637,0.1406,0.9565
738193.799459405,0.2585,0.5623,0.1453,0.9661
738193.799461967,0.2649,0.5586,0.15,0.9735
738193.799464538,0.2716,0.5571,0.1544,0.9831
738193.799467099,0.2787,0.5556,0.1584,0.9927
738193.799469688,0.2868,0.5523,0.1619,1.001
738193.799472266,0.294,0.5504,0.1647,1.0091
738193.799474837,0.3024,0.5489,0.1669,1.0182
738193.799477385,0.3109,0.5474,0.1686,1.0269
738193.799479968,0.3195,0.5459,0.1699,1.0353
738193.799482514,0.3282,0.5421,0.171,1.0413
738193.799485113,0.3373,0.541,0.172,1.0503
738193.799487661,0.3453,0.5395,0.1729,1.0577
738193.799490237,0.353,0.5402,0.174,1.0672
738193.799492841,0.3601,0.5387,0.1754,1.0742
738193.799495384,0.3669,0.5372,0.177,1.0811
738193.799497946,0.373,0.5357,0.1791,1.0878
738193.799500524,0.3783,0.5364,0.1814,1.0961
738193.799503083,0.3837,0.5353,0.1837,1.1027
738193.799505654,0.3877,0.5338,0.1855,1.107
738193.799508232,0.3906,0.5345,0.187,1.1121
738193.799510804,0.3926,0.5352,0.1882,1.116
738193.799513368,0.3935,0.5337,0.1896,1.1168
738193.799515939,0.3934,0.5344,0.1917,1.1195
738193.799518515,0.3932,0.5356,0.1946,1.1234
738193.799521087,0.3914,0.5364,0.1984,1.1262
738193.799523676,0.3892,0.5348,0.2031,1.1271
738193.799526233,0.3865,0.5355,0.2085,1.1305
738193.79952879,0.3835,0.5367,0.2148,1.135
738193.799531377,0.3802,0.5375,0.2215,1.1392
738193.799533938,0.3766,0.5382,0.2288,1.1436
738193.799536535,0.3731,0.539,0.2363,1.1484
738193.79953908,0.3704,0.5402,0.2439,1.1545
738193.799541652,0.367,0.541,0.2515,1.1595
738193.799544225,0.3639,0.5422,0.2593,1.1654
738193.799546799,0.3605,0.5429,0.2668,1.1702
738193.799549363,0.3567,0.5437,0.2745,1.1749
738193.799551949,0.3534,0.5449,0.2822,1.1805
738193.799554515,0.3493,0.5457,0.2899,1.1849
738193.799557083,0.3451,0.5465,0.2977,1.1893
738193.799559642,0.3413,0.5454,0.3056,1.1923
738193.799562216,0.3365,0.5462,0.3137,1.1964
738193.799564785,0.3323,0.5474,0.3219,1.2016
738193.799567367,0.327,0.5482,0.3302,1.2054
738193.799569953,0.3226,0.5471,0.3386,1.2083
738193.799572511,0.3171,0.5478,0.3471,1.212
738193.799575077,0.3121,0.5491,0.3558,1.217
738193.799577662,0.3064,0.5475,0.3646,1.2185
738193.79958021,0.3014,0.5488,0.3734,1.2236
738193.799582783,0.2957,0.5496,0.3821,1.2274
738193.799585361,0.2908,0.5484,0.3904,1.2296
738193.799587928,0.2852,0.5492,0.3976,1.232
738193.799590513,0.2804,0.5505,0.4033,1.2342
738193.799593067,0.2749,0.5489,0.4076,1.2314
738193.799595637,0.2696,0.5502,0.4107,1.2305
738193.799598209,0.2632,0.551,0.413,1.2272
738193.799600787,0.257,0.5523,0.4148,1.2241
738193.799603362,0.2497,0.5507,0.4163,1.2167
738193.79960592,0.2425,0.5519,0.4176,1.212
738193.799608497,0.2352,0.5532,0.4188,1.2072
738193.799611083,0.2269,0.554,0.4199,1.2008
738193.799613649,0.2192,0.5553,0.421,1.1955
738193.799616218,0.2108,0.5561,0.422,1.1889
738193.799618791,0.2035,0.5574,0.4231,1.184
738193.799621345,0.1954,0.5582,0.4241,1.1777
738193.799623927,0.1885,0.5595,0.4249,1.1729
738193.799626512,0.1814,0.5604,0.4255,1.1673
738193.799629079,0.1756,0.5617,0.4257,1.163
738193.79963164,0.1702,0.563,0.4254,1.1586
738193.799634218,0.1646,0.5638,0.4244,1.1528
738193.799636773,0.1602,0.5676,0.4229,1.1507
738193.799639345,0.1556,0.5689,0.4209,1.1454
738193.799641912,0.1508,0.5698,0.4186,1.1392
738193.799644483,0.1457,0.5706,0.416,1.1323
738193.799647055,0.141,0.5744,0.4132,1.1286
738193.799649654,0.1364,0.5753,0.4104,1.1221
738193.799652201,0.1323,0.5766,0.4074,1.1163
738193.799654774,0.1276,0.5775,0.4044,1.1095
738193.799657373,0.1238,0.5789,0.4012,1.1039
738193.79965991,0.1195,0.5797,0.398,1.0972
738193.799662493,0.1154,0.5811,0.3945,1.091
738193.799665057,0.1118,0.582,0.3911,1.0849
738193.799667625,0.1085,0.5834,0.3875,1.0794
738193.799670196,0.1043,0.5842,0.3837,1.0722
738193.799672759,0.1016,0.5856,0.3799,1.0671
738193.799675338,0.0981,0.584,0.376,1.0581
738193.799677891,0.0943,0.5849,0.372,1.0512
738193.799680496,0.0916,0.5863,0.3679,1.0458
738193.799683067,0.088,0.5847,0.3637,1.0364
738193.79968562,0.0845,0.5856,0.3595,1.0296
738193.799688192,0.0818,0.5845,0.3552,1.0215
738193.79969076,0.0784,0.5854,0.3509,1.0147
738193.799693333,0.075,0.5837,0.3466,1.0053
738193.799695907,0.0724,0.5851,0.3423,0.9998
738193.799698475,0.0685,0.5835,0.338,0.99
738193.799701078,0.0642,0.5819,0.3338,0.9799
738193.799703618,0.06,0.5833,0.3299,0.9732
738193.799706184,0.0544,0.5816,0.3264,0.9624
738193.799708751,0.0484,0.58,0.3233,0.9517
738193.799711358,0.0418,0.5783,0.3208,0.9409
738193.799713894,0.0352,0.5798,0.3189,0.9339
738193.799716473,0.0274,0.5781,0.3177,0.9232
738193.799719049,0.019,0.5764,0.317,0.9124
738193.799721619,0.0107,0.5727,0.317,0.9004
738193.799724184,0.0011,0.5705,0.3176,0.8892
738193.79972676,-0.0077,0.5694,0.3187,0.8958
738193.799729326,-0.0176,0.5677,0.3203,0.9056
738193.799731896,-0.0277,0.5634,0.3224,0.9135
738193.799734461,-0.0381,0.5617,0.3248,0.9246
738193.799737039,-0.0487,0.56,0.3276,0.9363
738193.79973961,-0.0584,0.5563,0.3306,0.9453
738193.799742189,-0.0687,0.5546,0.3338,0.9571
738193.799744746,-0.0785,0.5502,0.3369,0.9656
738193.79974734,-0.0877,0.5485,0.3397,0.9759
738193.799749909,-0.0959,0.5447,0.3423,0.9829
738193.799752489,-0.1038,0.5403,0.3443,0.9884
738193.799755046,-0.111,0.5386,0.3456,0.9952
738193.799757628,-0.1177,0.5342,0.3463,0.9982
738193.79976019,-0.1238,0.5298,0.3461,0.9997
738193.799762778,-0.1293,0.5281,0.3448,1.0022
738193.799765352,-0.1343,0.5236,0.3424,1.0003
738193.799767969,-0.138,0.5197,0.3388,0.9965
738193.799770475,-0.142,0.5153,0.3344,0.9917
738193.799773053,-0.1455,0.5135,0.3291,0.9881
738193.799775664,-0.1487,0.509,0.3231,0.9808
738193.799778203,-0.1508,0.5046,0.3165,0.9719
738193.799780799,-0.1528,0.5027,0.3092,0.9647
738193.799783349,-0.154,0.4982,0.3014,0.9536
738193.799785918,-0.1551,0.4937,0.2927,0.9415
738193.799788517,-0.1551,0.4892,0.2832,0.9275
738193.799791076,-0.1553,0.4874,0.2723,0.915
738193.799793623,-0.1548,0.4828,0.2604,0.898
738193.799796181,-0.1547,0.4782,0.247,0.8799
738193.799798756,-0.1541,0.4764,0.233,0.8635
738193.799801312,-0.1535,0.4718,0.2181,0.8434
738193.799803917,-0.1537,0.4666,0.2027,0.823
738193.799806449,-0.153,0.4647,0.1869,0.8046
738193.799809023,-0.1521,0.4601,0.1712,0.7834
738193.7998116,-0.1513,0.4582,0.1553,0.7648
738193.799814181,-0.1515,0.453,0.1394,0.7439
738193.799816733,-0.151,0.4483,0.1235,0.7228
738193.799819309,-0.1504,0.4464,0.1081,0.7049
738193.799821877,-0.151,0.4439,0.0928,0.6877
738193.79982445,-0.1508,0.4392,0.0777,0.6677
738193.799827027,-0.1508,0.4372,0.0629,0.6509
738193.799829604,-0.1517,0.4347,0.0486,0.635
738193.799832181,-0.152,0.43,0.0345,0.6165
738193.799834752,-0.1534,0.4274,0.021,0.6018
738193.799837306,-0.1548,0.4254,0.0075,0.5877
738193.799839869,-0.157,0.4229,-0.0052,0.5851
738193.799842438,-0.1586,0.4208,-0.0172,0.5966
738193.799845039,-0.1616,0.4183,-0.0286,0.6085
738193.79984759,-0.1652,0.4157,-0.0396,0.6205
738193.79985017,-0.168,0.4136,-0.05,0.6316
738193.799852746,-0.172,0.4111,-0.06,0.6431
738193.799855308,-0.1752,0.409,-0.0696,0.6538
738193.799857889,-0.1793,0.4064,-0.0788,0.6645
738193.799860447,-0.1834,0.4038,-0.0878,0.675
738193.799863014,-0.1869,0.4017,-0.0966,0.6852
738193.799865586,-0.1913,0.3991,-0.1052,0.6956
738193.799868161,-0.196,0.3965,-0.1136,0.7061
738193.799870742,-0.2006,0.3938,-0.1218,0.7162
738193.799873295,-0.2047,0.3945,-0.1297,0.7289
738193.799875865,-0.2097,0.3919,-0.1374,0.739
738193.799878463,-0.2152,0.3892,-0.145,0.7494
738193.799881004,-0.2204,0.3865,-0.1522,0.7591
738193.799883571,-0.2254,0.3872,-0.1593,0.7719
738193.799886147,-0.2312,0.3845,-0.1661,0.7818
738193.799888707,-0.2374,0.3847,-0.1728,0.7949
738193.799891291,-0.2432,0.382,-0.1794,0.8046
738193.799893914,-0.2479,0.3827,-0.1861,0.8167
738193.799896438,-0.2529,0.38,-0.193,0.8259
738193.799899013,-0.2578,0.3801,-0.2002,0.8381
738193.799901598,-0.2623,0.3803,-0.2078,0.8504
738193.799904141,-0.2663,0.3776,-0.2157,0.8596
738193.799906719,-0.2699,0.3777,-0.224,0.8716
738193.79990928,-0.2725,0.3784,-0.2327,0.8836
738193.79991185,-0.2755,0.3785,-0.2417,0.8957
738193.799914423,-0.2783,0.3758,-0.251,0.9051
738193.799917015,-0.2807,0.3759,-0.2606,0.9172
738193.799919573,-0.2828,0.3761,-0.2705,0.9294
738193.799922139,-0.2846,0.3762,-0.2806,0.9414
738193.799924715,-0.2864,0.3735,-0.291,0.9509
738193.799927302,-0.2874,0.3736,-0.3012,0.9622
738193.799929844,-0.2886,0.3737,-0.3119,0.9742
738193.799932428,-0.2895,0.3739,-0.3225,0.9859
738193.799935015,-0.2903,0.374,-0.3334,0.9977
738193.799937567,-0.2909,0.3712,-0.3445,1.0066
738193.799940134,-0.2922,0.3708,-0.3555,1.0185
738193.799942721,-0.2924,0.371,-0.3667,1.0301
738193.799945264,-0.2928,0.3711,-0.378,1.0419
738193.799947845,-0.2928,0.3712,-0.3892,1.0532
738193.799950405,-0.293,0.3714,-0.4004,1.0648
738193.799952993,-0.2929,0.3685,-0.4112,1.0726
738193.799955565,-0.294,0.3681,-0.4212,1.0833
738193.799958148,-0.2938,0.3682,-0.4296,1.0916
738193.799960694,-0.2938,0.3684,-0.4363,1.0985
738193.799963267,-0.2937,0.3715,-0.441,1.1062
738193.799965841,-0.2933,0.3716,-0.4441,1.109
738193.799968408,-0.2936,0.3712,-0.446,1.1108
738193.799970972,-0.2927,0.3713,-0.447,1.111
738193.799973555,-0.2914,0.3715,-0.4475,1.1104
738193.799976127,-0.2901,0.3746,-0.4476,1.1123
738193.799978707,-0.2878,0.3748,-0.4477,1.1103
738193.799981309,-0.2856,0.3779,-0.4477,1.1112
738193.799983869,-0.2831,0.3781,-0.4479,1.1091
738193.79998643,-0.2811,0.3777,-0.4482,1.107
738193.799989054,-0.278,0.3808,-0.4488,1.1076
738193.799991537,-0.2745,0.381,-0.4496,1.1051
738193.799994126,-0.271,0.3842,-0.4506,1.1058
738193.79999669,-0.2669,0.3844,-0.4518,1.1031
738193.799999263,-0.2636,0.3839,-0.453,1.1005
738193.800001831,-0.2591,0.3872,-0.4543,1.1006
738193.80000442,-0.2544,0.3873,-0.4558,1.0975
738193.80000696,-0.2495,0.3875,-0.4574,1.0944
738193.800009548,-0.2451,0.3871,-0.4592,1.0914
738193.800012122,-0.2389,0.3879,-0.4612,1.088
738193.800014689,-0.2339,0.3875,-0.4633,1.0847
738193.800017249,-0.2282,0.3876,-0.4656,1.0814
738193.800019828,-0.2219,0.3878,-0.4681,1.0778
738193.800022398,-0.2167,0.3874,-0.4707,1.0748
738193.800025026,-0.2101,0.3876,-0.4735,1.0712
738193.800027541,-0.2033,0.3877,-0.4764,1.0674
738193.800030138,-0.1974,0.3873,-0.4796,1.0643
738193.800032692,-0.1903,0.3875,-0.4828,1.0606
738193.800035254,-0.183,0.3877,-0.4862,1.0569
738193.800037816,-0.1765,0.3873,-0.4896,1.0534
738193.800040404,-0.1689,0.3874,-0.4932,1.0495
738193.800042964,-0.1612,0.3876,-0.4969,1.0457
738193.800045532,-0.1544,0.3872,-0.5007,1.0423
738193.800048147,-0.1464,0.3874,-0.5046,1.0384
738193.800050672,-0.1383,0.3876,-0.5085,1.0344
738193.80005324,-0.1301,0.3878,-0.5125,1.0304
738193.800055829,-0.1227,0.3873,-0.5165,1.0265
738193.800058389,-0.1144,0.3875,-0.5206,1.0225
738193.800060961,-0.107,0.3871,-0.5246,1.0187
738193.800063547,-0.0987,0.3873,-0.5288,1.0148
738193.800066109,-0.0901,0.3875,-0.5328,1.0104
738193.800068675,-0.0827,0.387,-0.5369,1.0066
738193.800071262,-0.0742,0.3872,-0.541,1.0024
738193.800073815,-0.0669,0.3868,-0.5451,0.9988
738193.800076383,-0.0584,0.387,-0.5491,0.9945
738193.800078948,-0.0499,0.3872,-0.5531,0.9902
738193.80008154,-0.0425,0.3867,-0.5569,0.9861
738193.800084121,-0.0342,0.3869,-0.5607,0.9818
738193.800086661,-0.0268,0.3865,-0.5643,0.9776
738193.800089238,-0.0187,0.3867,-0.5679,0.9733
738193.800091811,-0.0113,0.3862,-0.5713,0.9688
738193.800094386,-0.003,0.3864,-0.5745,0.9639
738193.800096959,0.0041,0.386,-0.5776,0.9677
738193.800099513,0.0123,0.3829,-0.5806,0.9758
738193.800102122,0.0193,0.3825,-0.5835,0.9853
738193.800104658,0.0273,0.3827,-0.5863,0.9963
738193.80010725,0.0343,0.3822,-0.5889,1.0054
738193.800109797,0.0422,0.3791,-0.5915,1.0128
738193.800112386,0.049,0.3787,-0.5939,1.0216
738193.80011495,0.0566,0.3789,-0.5963,1.0318
738193.80011752,0.0635,0.3784,-0.5986,1.0405
738193.800120102,0.0717,0.3753,-0.6009,1.0479
738193.80012268,0.0783,0.3748,-0.6033,1.0564
738193.800125226,0.0864,0.375,-0.6055,1.0669
738193.800127813,0.0932,0.3745,-0.6076,1.0753
738193.800130363,0.0998,0.3707,-0.6097,1.0802
738193.800132944,0.1074,0.3709,-0.6116,1.0899
738193.800135008,0.1121,0.3679,-0.6132,1.0932
738193.800137587,0.1185,0.3674,-0.615,1.1009
738193.800140166,0.1255,0.3676,-0.6168,1.1099
738193.800142732,0.1314,0.3637,-0.6183,1.1134
738193.800145355,0.1382,0.3605,-0.6195,1.1182
738193.800147865,0.1436,0.36,-0.6205,1.1241
738193.800150433,0.1488,0.3562,-0.6212,1.1262
738193.800153037,0.1551,0.3529,-0.6217,1.1297
738193.800155565,0.16,0.349,-0.6219,1.1309
738193.800158169,0.1648,0.3451,-0.6218,1.1317
738193.800160714,0.1705,0.3419,-0.6216,1.134
738193.80016328,0.1748,0.3379,-0.6212,1.1339
738193.800165895,0.1791,0.334,-0.6206,1.1337
738193.800168424,0.1847,0.3273,-0.6198,1.1318
738193.800170993,0.1885,0.3233,-0.6189,1.1307
738193.800173583,0.1926,0.3193,-0.6178,1.1297
738193.800176132,0.1975,0.3159,-0.6166,1.13
738193.800178713,0.2013,0.3085,-0.6153,1.1251
738193.800181287,0.2049,0.3044,-0.6139,1.1232
738193.800183863,0.2093,0.301,-0.6124,1.1227
738193.800186422,0.2129,0.2935,-0.6108,1.1172
738193.80018901,0.2164,0.2894,-0.6091,1.1149
738193.800191572,0.2207,0.286,-0.6073,1.114
738193.800194155,0.2239,0.2818,-0.6055,1.1112
738193.8001967,0.2267,0.2777,-0.6036,1.108
738193.800199282,0.231,0.2742,-0.6016,1.1068
738193.800201852,0.2339,0.2666,-0.5995,1.1
738193.800204427,0.2367,0.2624,-0.5974,1.0965
738193.80020701,0.2405,0.2588,-0.5952,1.0945
738193.800209574,0.2431,0.2546,-0.593,1.0907
738193.800212148,0.2469,0.251,-0.5907,1.0886
738193.800214711,0.2493,0.2503,-0.5883,1.0879
738193.80021727,0.2525,0.2467,-0.5858,1.085
738193.800219844,0.2553,0.2425,-0.5834,1.0812
738193.800222415,0.2576,0.2382,-0.5809,1.0767
738193.800224985,0.261,0.2381,-0.5784,1.0775
738193.800227593,0.264,0.2345,-0.5758,1.0743
738193.800230164,0.2664,0.2301,-0.5733,1.0698
738193.8002327,0.2684,0.2294,-0.5707,1.0685
738193.800235323,0.2716,0.2257,-0.5681,1.0654
738193.800237868,0.2736,0.2249,-0.5656,1.0641
738193.800240415,0.2765,0.2248,-0.5629,1.0642
738193.800242983,0.2783,0.2204,-0.5604,1.0591
738193.800245562,0.2811,0.2203,-0.5577,1.0591
738193.800248112,0.2827,0.2196,-0.5551,1.0574
738193.800250709,0.2856,0.2158,-0.5524,1.0538
738193.800253265,0.2868,0.215,-0.5495,1.0513
738193.800255829,0.2896,0.2113,-0.5466,1.0475
738193.800258406,0.2908,0.2104,-0.5436,1.0448
738193.800260972,0.2935,0.2067,-0.5405,1.0407
738193.80026354,0.2958,0.2065,-0.5373,1.0396
738193.800266117,0.2966,0.202,-0.5339,1.0325
738193.800268689,0.2979,0.2019,-0.5302,1.03
738193.800271261,0.2974,0.1974,-0.5262,1.021
738193.800273825,0.2976,0.1935,-0.5219,1.013
738193.800276406,0.2959,0.1889,-0.5173,1.0021
738193.800278956,0.2948,0.1851,-0.5122,0.9921
738193.800281545,0.2926,0.1842,-0.5069,0.9837
738193.800284105,0.2905,0.1803,-0.5011,0.9719
738193.800286716,0.2879,0.1764,-0.4949,0.9592
738193.800289243,0.2832,0.1717,-0.4883,0.9432
738193.800291821,0.28,0.1678,-0.4813,0.9291
738193.800294407,0.2752,0.1593,-0.4741,0.9086
738193.800296969,0.2719,0.1554,-0.4668,0.8941
738193.800299532,0.2686,0.1513,-0.4595,0.8794
738193.800302134,0.2646,0.1466,-0.4525,0.8637
738193.800304704,0.2622,0.1426,-0.4456,0.8504
738193.800307266,0.2602,0.1385,-0.439,0.8377
738193.800309814,0.2571,0.1299,-0.4328,0.8198
738193.800312405,0.2562,0.1258,-0.427,0.809
738193.800314965,0.2555,0.1217,-0.4216,0.7988
738193.800317549,0.2538,0.1168,-0.4166,0.7872
738193.800320118,0.254,0.1127,-0.412,0.7787
738193.800322702,0.2552,0.1085,-0.4079,0.7716
738193.800325245,0.2565,0.1043,-0.4041,0.7649
738193.800327827,0.2569,0.0994,-0.4007,0.757
738193.80033039,0.2592,0.0951,-0.3977,0.752
738193.800332962,0.2622,0.0909,-0.3951,0.7482
738193.800335522,0.2653,0.0905,-0.3928,0.7486
738193.800338104,0.269,0.0862,-0.3909,0.7461
738193.800340673,0.2721,0.0812,-0.3894,0.7427
738193.800343254,0.2771,0.0808,-0.3883,0.7462
738193.800345843,0.2818,0.0765,-0.3875,0.7458
738193.800348399,0.2863,0.0714,-0.3869,0.7446
738193.800350958,0.2917,0.071,-0.3866,0.7493
738193.800353539,0.2972,0.0666,-0.3863,0.7501
738193.8003561,0.3023,0.0662,-0.386,0.7545
738193.800358709,0.3073,0.0657,-0.3856,0.7586
738193.800361269,0.3117,0.0613,-0.385,0.758
738193.800363841,0.3142,0.0601,-0.3842,0.7585
738193.800366416,0.3176,0.0557,-0.3831,0.7564
738193.800368979,0.3208,0.0552,-0.3821,0.7581
738193.800371556,0.323,0.0508,-0.3815,0.7553
738193.800374129,0.3228,0.0495,-0.3817,0.754
738193.800376686,0.3233,0.0491,-0.3827,0.7551
738193.800379264,0.3229,0.0445,-0.3845,0.7519
738193.800381877,0.321,0.044,-0.3865,0.7515
738193.800384398,0.317,0.0388,-0.3884,0.7442
738193.800386981,0.3132,0.0382,-0.3901,0.7415
738193.800389561,0.3092,0.0337,-0.3915,0.7344
738193.800392137,0.3044,0.0331,-0.3927,0.7302
738193.800394683,0.2978,0.0278,-0.3938,0.7194
738193.80039725,0.2921,0.0272,-0.3949,0.7142
738193.800399837,0.2871,0.0226,-0.396,0.7057
738193.800402368,0.2814,0.022,-0.3971,0.7005
738193.800404994,0.274,0.0166,-0.3981,0.6887
738193.800407515,0.2672,-0.016,-0.3992,0.6824
738193.800410101,0.2606,-0.0155,-0.4002,0.6763
738193.80041266,0.2538,-0.0107,-0.4013,0.6658
738193.800415261,0.2454,-0.0094,-0.4026,0.6574
738193.800417792,0.2385,-0.0088,-0.4042,0.6515
738193.800420371,0.2319,-0.004,-0.4059,0.6418
738193.800422958,0.2231,-0.0027,-0.4077,0.6335
738193.800425512,0.2166,-0.0021,-0.4097,0.6284
738193.800428083,0.2094,-0.0014,-0.4116,0.6224
738193.800430654,0.2013,-0.0034,-0.4136,0.6183
738193.800433221,0.1922,-0.0048,-0.4154,0.6124
738193.800435822,0.1833,-0.0054,-0.4169,0.6056
738193.800438361,0.1731,-0.006,-0.4181,0.5972
738193.800440937,0.1606,-0.0075,-0.4189,0.587
738193.800443501,0.1488,-0.0081,-0.4192,0.5761
738193.800446087,0.1361,-0.0087,-0.419,0.5638
738193.800448655,0.1207,-0.0102,-0.4185,0.5494
738193.800451217,0.1059,-0.0108,-0.4174,0.5341
738193.800453778,0.0899,-0.0115,-0.4158,0.5172
738193.800456361,0.0733,-0.0078,-0.4138,0.4949
738193.800458938,0.054,-0.0093,-0.4113,0.4746
738193.800461513,0.0364,-0.0099,-0.4086,0.4549
738193.800464085,0.0181,-0.0106,-0.4058,0.4345
738193.80046665,0.0011,-0.0112,-0.403,0.4153
738193.800469216,-0.017,-0.0119,-0.4002,0.4291
738193.800471798,-0.0357,-0.0134,-0.3975,0.4466
738193.800474357,-0.0527,-0.014,-0.395,0.4617
738193.800476942,-0.0695,-0.0103,-0.3926,0.4724
738193.800479491,-0.0868,-0.011,-0.3904,0.4882
738193.800482076,-0.1046,-0.0125,-0.3882,0.5053
738193.800484644,-0.1207,-0.0131,-0.3857,0.5195
738193.800487218,-0.1367,-0.0094,-0.3827,0.5288
738193.800489777,-0.1522,-0.01,-0.3792,0.5414
738193.800492349,-0.1674,-0.0063,-0.375,0.5487
738193.800494911,-0.1835,-0.0077,-0.3704,0.5616
738193.800497497,-0.1972,-0.0039,-0.3655,0.5666
738193.800500055,-0.2105,-0.0046,-0.3606,0.5757
738193.800502632,-0.2234,-0.0008,-0.3557,0.5799
738193.800505213,-0.2343,-0.0014,-0.3512,0.5869
738193.800507808,-0.2444,-0.0025,-0.347,0.5939
738193.800510392,-0.2538,-0.0063,-0.3432,0.6033
738193.800512935,-0.2616,-0.0057,-0.3399,0.6072
